Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,L3_Thickness,L3_Vp,L3_Vs,L3_Rho,L4_Thickness,L4_Vp,L4_Vs,L4_Rho,L5_Thickness,L5_Vp,L5_Vs,L5_Rho,L6_Thickness,L6_Vp,L6_Vs,L6_Rho,L7_Thickness,L7_Vp,L7_Vs,L7_Rho,HS_Vp,HS_Vs,HS_Rho
Step0,7,4.159999,7.536386,6.00,576.00,290.00,1519.00,6.00,910.00,458.00,1703.00,4.00,995.00,501.00,1741.00,9.00,1046.00,527.00,1763.00,9.00,1388.00,699.00,1892.00,6.00,1396.00,806.00,1895.00,10.00,2006.00,1158.00,2075.00,2340.00,1351.00,2156.00
