Frequency_Hz,HVSR_Amplitude
0.200000,1.463870
0.482857,1.377582
0.765714,1.475560
1.048571,1.617041
1.331428,1.800885
1.614286,2.019222
1.897143,2.238963
2.180000,2.472034
2.462857,2.774209
2.745714,3.171804
3.028571,3.574224
3.311428,4.301904
3.594286,5.984333
3.877143,7.214401
4.159999,7.536386
4.442857,4.994191
4.725714,7.113786
5.008571,4.643318
5.291428,4.060914
5.574285,3.592811
5.857143,3.148638
6.139999,2.736174
6.422857,2.381932
6.705714,2.135985
6.988570,1.977772
7.271428,1.917042
7.554285,1.918660
7.837142,1.933529
8.119999,1.962130
8.402856,1.991635
8.685714,2.019768
8.968571,2.045945
9.251428,2.069971
9.534284,2.091319
9.817142,2.108622
10.100000,2.119149
10.382856,2.114958
10.665713,2.060017
10.948571,2.069444
11.231427,2.084285
11.514285,2.075626
11.797142,2.058035
12.079999,2.035306
12.362856,2.008862
12.645713,1.981144
12.928570,1.961348
13.211428,1.918933
13.494285,1.885879
13.777142,1.851273
14.059998,1.819824
14.342855,0.693847
14.625714,1.751175
14.908570,1.716323
15.191427,1.679464
15.474284,1.639943
15.757142,1.590059
16.039999,1.530261
16.322857,1.515631
16.605713,1.490048
16.888571,1.459337
17.171429,1.426249
17.454285,1.393342
17.737142,1.369115
18.019998,1.351612
18.302857,1.335270
18.585714,1.319649
18.868570,1.304508
19.151429,1.291139
19.434285,1.276892
19.717142,1.266228
20.000000,1.258641
