Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,L3_Thickness,L3_Vp,L3_Vs,L3_Rho,L4_Thickness,L4_Vp,L4_Vs,L4_Rho,HS_Vp,HS_Vs,HS_Rho
Step1,4,8.119999,14.120895,5.00,496.00,250.00,1463.00,13.00,1312.00,661.00,1866.00,4.00,1976.00,1141.00,2067.00,9.00,2717.00,1568.00,2238.00,3315.00,1914.00,2352.00
