Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,L3_Thickness,L3_Vp,L3_Vs,L3_Rho,HS_Vp,HS_Vs,HS_Rho
Step0,3,5.291428,3.710196,11.00,700.00,352.00,1594.00,5.00,1149.00,579.00,1805.00,9.00,1677.00,968.00,1984.00,1918.00,1107.00,2052.00
