Frequency_Hz,HVSR_Amplitude
0.200000,1.971016
0.482857,1.388935
0.765714,1.366781
1.048571,1.405091
1.331428,1.463644
1.614286,1.535708
1.897143,1.620791
2.180000,1.720112
2.462857,1.834502
2.745714,1.961977
3.028571,2.096050
3.311428,2.229766
3.594286,2.364751
3.877143,2.512613
4.159999,2.686867
4.442857,2.897504
4.725714,3.149803
5.008571,3.438632
5.291428,3.710196
5.574285,3.509687
5.857143,5.249258
6.139999,6.045037
6.422857,6.762855
6.705714,7.342937
6.988570,7.080870
7.271428,7.700658
7.554285,3.531937
7.837142,6.328222
8.119999,7.249116
8.402856,4.473544
8.685714,4.041506
8.968571,3.690082
9.251428,3.359766
9.534284,3.043022
9.817142,2.738596
10.100000,2.447023
10.382856,2.170134
10.665713,1.912226
10.948571,1.695822
11.231427,1.498716
11.514285,1.303538
11.797142,1.183714
12.079999,1.112576
12.362856,1.079309
12.645713,1.070276
12.928570,1.074740
13.211428,1.123983
13.494285,1.101800
13.777142,1.116522
14.059998,1.131993
14.342855,1.146797
14.625714,1.160731
14.908570,1.173776
15.191427,1.185978
15.474284,1.197412
15.757142,1.208165
16.039999,1.218334
16.322857,1.228015
16.605713,1.237310
16.888571,1.246315
17.171429,1.255125
17.454285,1.263712
17.737142,1.257708
18.019998,1.275662
18.302857,1.287449
18.585714,1.296727
18.868570,1.305743
19.151429,1.314753
19.434285,1.323791
19.717142,1.332834
20.000000,1.341827
