Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step4,1,11.002858,4.091382,5.00,496.00,250.00,1463.00,1312.00,661.00,1866.00
