Frequency_Hz,HVSR_Amplitude
0.200000,4.577223
0.768571,1.577273
1.337143,1.417540
1.905714,1.416715
2.474286,1.451077
3.042857,1.500741
3.611429,1.561011
4.180000,1.631050
4.748571,1.711453
5.317143,1.803697
5.885715,1.910004
6.454286,2.033572
7.022857,2.179035
7.591429,2.353750
8.160000,2.570750
8.728572,2.852470
9.297143,3.210664
9.865714,3.587744
10.434286,3.920710
11.002858,4.091382
11.571429,3.462917
12.140000,5.604354
12.708571,5.870032
13.277143,4.639939
13.845715,5.844534
14.414285,5.346909
14.982858,4.450964
15.551428,4.982161
16.120001,2.959983
16.688572,2.904244
17.257145,2.596532
17.825716,2.305799
18.394287,2.029387
18.962858,1.769985
19.531429,1.533878
20.100003,1.331709
20.668574,1.177519
21.237145,1.081346
21.805715,1.038452
22.374286,1.031059
22.942859,1.041478
23.511431,1.058819
24.080002,1.077798
24.648572,1.096159
25.217145,1.113195
25.785716,1.129404
26.354288,1.148754
26.922859,1.263796
27.491429,1.206315
28.060002,1.373799
28.628573,1.204308
29.197145,1.214373
29.765716,1.226491
30.334289,1.238137
30.902859,1.249176
31.471430,1.259808
32.040000,1.270342
32.608573,1.281141
33.177143,1.292626
33.745716,1.305287
34.314289,1.319684
34.882859,1.336391
35.451432,1.355955
36.020000,1.378581
36.588573,1.403775
37.157146,1.429900
37.725716,1.454276
38.294289,1.474303
38.862857,1.488766
39.431430,1.497963
40.000003,1.502927
