Frequency_Hz,HVSR_Amplitude
0.200000,1.487160
0.482857,1.374260
0.765714,1.463553
1.048571,1.595131
1.331428,1.766097
1.614286,1.976564
1.897143,2.203069
2.180000,2.432668
2.462857,2.708314
2.745714,3.071381
3.028571,3.516027
3.311428,3.632237
3.594286,5.621443
3.877143,6.796820
4.159999,5.136394
4.442857,8.655116
4.725714,5.830989
5.008571,8.867976
5.291428,5.401303
5.574285,4.950217
5.857143,4.491040
6.139999,4.012857
6.422857,3.750825
6.705714,3.115162
6.988570,2.762516
7.271428,2.482910
7.554285,2.263096
7.837142,2.086848
8.119999,1.932550
8.402856,1.788179
8.685714,1.650009
8.968571,1.519408
9.251428,1.400682
9.534284,1.299374
9.817142,1.220269
10.100000,1.165062
10.382856,1.131355
10.665713,1.114752
10.948571,1.111463
11.231427,1.116968
11.514285,1.126676
11.797142,1.137991
12.079999,1.149786
12.362856,1.161569
12.645713,1.172784
12.928570,1.179329
13.211428,1.164761
13.494285,1.221820
13.777142,1.253561
14.059998,1.230376
14.342855,1.253181
14.625714,1.269274
14.908570,1.278031
15.191427,1.285380
15.474284,1.292636
15.757142,1.301049
16.039999,1.312473
16.322857,1.328384
16.605713,1.348118
16.888571,1.369316
17.171429,1.389587
17.454285,1.407736
17.737142,1.423510
18.019998,1.436960
18.302857,1.448151
18.585714,1.457155
18.868570,1.463991
19.151429,1.456837
19.434285,1.480205
19.717142,1.467229
20.000000,1.467387
