Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step3,1,5.885715,4.043859,11.00,524.00,264.00,1483.00,1174.00,591.00,1814.00
