Frequency_Hz,HVSR_Amplitude
0.200000,2.025003
0.768571,1.406281
1.337143,1.487894
1.905714,1.615830
2.474286,1.778645
3.042857,1.986438
3.611429,2.265540
4.180000,2.676002
4.748571,3.116126
5.317143,3.212039
5.885715,4.043859
6.454286,3.813718
7.022857,3.822457
7.591429,2.856540
8.160000,2.697475
8.728572,1.736119
9.297143,1.403734
9.865714,1.188711
10.434286,1.102550
11.002858,1.094202
11.571429,1.113126
12.140000,1.136975
12.708571,1.159409
13.277143,1.220281
13.845715,1.203387
14.414285,1.219851
14.982858,1.643162
15.551428,1.277020
16.120001,1.306047
16.688572,1.340078
17.257145,1.379956
17.825716,1.423225
18.394287,1.459917
18.962858,1.481324
19.531429,1.488364
20.100003,1.485718
20.668574,1.476196
21.237145,1.455403
21.805715,1.381763
22.374286,1.376267
22.942859,1.378356
23.511431,1.362250
24.080002,1.339192
24.648572,1.313983
25.217145,1.290266
25.785716,1.269609
26.354288,1.255041
26.922859,1.573976
27.491429,1.305518
28.060002,1.289248
28.628573,1.258311
29.197145,1.352301
29.765716,1.394228
30.334289,1.315963
30.902859,1.399048
31.471430,1.414556
32.040000,1.416497
32.608573,1.413334
33.177143,1.406878
33.745716,1.397871
34.314289,1.386808
34.882859,1.374116
35.451432,1.360243
36.020000,1.345680
36.588573,1.330919
37.157146,1.316536
37.725716,1.307298
38.294289,1.291617
38.862857,1.283314
39.431430,1.282069
40.000003,1.307692
