Frequency_Hz,HVSR_Amplitude
0.050000,6.153061
0.620714,1.521710
1.191429,1.394500
1.762143,1.411274
2.332857,1.450498
2.903571,1.496563
3.474286,1.545725
4.045000,1.596769
4.615715,1.649282
5.186429,1.703195
5.757143,1.758715
6.327857,1.816355
6.898572,1.876882
7.469286,1.940662
8.040000,2.005617
8.610715,2.064671
9.181429,2.106995
9.752143,2.124402
10.322857,2.114694
10.893572,2.079331
11.464286,2.023215
12.035001,1.963865
12.605714,1.941639
13.176429,1.960997
13.747144,1.943951
14.317857,1.865434
14.888572,1.752892
15.459286,1.635851
16.030001,1.548116
16.600714,1.504890
17.171429,1.470399
17.742141,1.419491
18.312856,1.364908
18.883572,1.326035
19.454285,1.307115
20.024999,1.297792
20.595714,1.288536
21.166427,1.268855
21.737141,0.397954
22.307859,1.227444
22.878571,1.224990
23.449286,1.221542
24.020001,1.221102
24.590713,1.222823
25.161428,1.225956
25.732143,1.230001
26.302857,1.234626
26.873572,1.239614
27.444287,1.244840
28.014999,1.250260
28.585714,1.255949
29.156427,1.262218
29.727141,1.270151
30.297856,1.284725
30.868571,1.359085
31.439286,1.812573
32.010003,1.325900
32.580715,1.316793
33.151428,1.324640
33.722140,1.335976
34.292857,1.348545
34.863572,1.361558
35.434285,1.374491
36.005002,1.386887
36.575714,1.398333
37.146427,1.408475
37.717144,1.417064
38.287856,1.423968
38.858571,1.429164
39.429286,1.432706
40.000001,1.434708
