Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,L3_Thickness,L3_Vp,L3_Vs,L3_Rho,HS_Vp,HS_Vs,HS_Rho
Step3,3,8.119999,3.712672,8.00,784.00,395.00,1640.00,4.00,1317.00,663.00,1867.00,8.00,1947.00,1124.00,2059.00,2188.00,1264.00,2120.00
