Frequency_Hz,HVSR_Amplitude
0.200000,1.871531
0.768571,1.385082
1.337143,1.527583
1.905714,1.759487
2.474286,2.102335
3.042857,2.564401
3.611429,3.184906
4.180000,4.294467
4.748571,6.044035
5.317143,16.713257
5.885715,20.088390
6.454286,12.803221
7.022857,10.362373
7.591429,8.074352
8.160000,6.252544
8.728572,4.654402
9.297143,3.235316
9.865714,2.032561
10.434286,1.131534
11.002858,0.845096
11.571429,0.981470
12.140000,1.070683
12.708571,1.131835
13.277143,1.173122
13.845715,1.201556
14.414285,1.222422
14.982858,1.239028
15.551428,1.253707
16.120001,1.268205
16.688572,1.269004
17.257145,1.315144
17.825716,1.366853
18.394287,1.460081
18.962858,1.529047
19.531429,1.535749
20.100003,1.526459
20.668574,1.506433
21.237145,1.488098
21.805715,1.467674
22.374286,1.445432
22.942859,1.421573
23.511431,1.396241
24.080002,1.369624
24.648572,1.342043
25.217145,1.314510
25.785716,1.287001
26.354288,1.260135
26.922859,1.237054
27.491429,1.218535
28.060002,1.206145
28.628573,1.216472
29.197145,1.283638
29.765716,1.435499
30.334289,1.442942
30.902859,1.456308
31.471430,1.461059
32.040000,1.463810
32.608573,1.451456
33.177143,1.441398
33.745716,1.429643
34.314289,1.410813
34.882859,1.403577
35.451432,1.389736
36.020000,1.373802
36.588573,1.356792
37.157146,1.332119
37.725716,1.325206
38.294289,1.283833
38.862857,1.295083
39.431430,1.282846
40.000003,1.265708
