Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,HS_Vp,HS_Vs,HS_Rho
Step5,2,5.885715,20.088390,6.00,292.00,147.00,1281.00,14.00,1137.00,573.00,1800.00,1630.00,941.00,1970.00
