Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step3,1,7.591429,13.401454,4.00,244.00,123.00,1225.00,963.00,485.00,1727.00
