Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,HS_Vp,HS_Vs,HS_Rho
Step2,2,4.748571,6.550933,11.00,524.00,264.00,1483.00,22.00,1174.00,591.00,1814.00,1645.00,949.00,1974.00
