Frequency_Hz,HVSR_Amplitude
0.200000,1.984017
0.768571,1.425710
1.337143,1.560624
1.905714,1.789205
2.474286,2.143382
3.042857,2.744115
3.611429,4.029111
4.180000,4.868636
4.748571,5.362231
5.317143,8.506957
5.885715,4.847187
6.454286,3.679164
7.022857,2.636504
7.591429,1.717520
8.160000,1.213796
8.728572,1.208653
9.297143,1.270812
9.865714,1.300583
10.434286,1.335010
11.002858,1.362389
11.571429,1.392835
12.140000,1.442050
12.708571,1.487437
13.277143,1.488275
13.845715,1.450849
14.414285,1.423070
14.982858,1.387952
15.551428,1.352578
16.120001,1.318373
16.688572,1.286455
17.257145,1.258632
17.825716,1.294907
18.394287,1.223061
18.962858,1.242934
19.531429,1.236351
20.100003,1.279057
20.668574,1.327938
21.237145,1.343241
21.805715,1.363595
22.374286,1.374007
22.942859,1.374212
23.511431,1.369351
24.080002,1.361487
24.648572,1.351562
25.217145,1.340450
25.785716,1.328857
26.354288,1.323422
26.922859,1.326080
27.491429,1.333345
28.060002,1.327025
28.628573,1.338580
29.197145,1.380345
29.765716,1.416652
30.334289,1.426163
30.902859,1.436208
31.471430,1.427653
32.040000,1.415423
32.608573,1.402347
33.177143,1.388966
33.745716,1.375917
34.314289,1.363286
34.882859,1.351220
35.451432,1.342785
36.020000,1.336045
36.588573,1.324318
37.157146,1.324197
37.725716,1.331243
38.294289,1.338359
38.862857,1.356226
39.431430,1.369547
40.000003,1.362587
