Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,HS_Vp,HS_Vs,HS_Rho
Step4,2,5.317143,8.506957,4.00,295.00,149.00,1285.00,6.00,374.00,189.00,1364.00,1065.00,537.00,1771.00
