Frequency_Hz,HVSR_Amplitude
0.200000,3.340080
0.768571,1.468204
1.337143,1.454295
1.905714,1.551975
2.474286,1.708725
3.042857,1.936498
3.611429,2.275434
4.180000,2.817888
4.748571,3.843916
5.317143,6.098854
5.885715,11.410257
6.454286,8.833548
7.022857,7.973496
7.591429,6.286320
8.160000,5.035437
8.728572,3.952248
9.297143,2.973022
9.865714,2.057636
10.434286,1.218447
11.002858,0.849552
11.571429,0.970113
12.140000,1.059207
12.708571,1.210060
13.277143,1.163044
13.845715,1.194699
14.414285,1.218701
14.982858,1.236870
15.551428,1.251539
16.120001,1.265269
16.688572,1.282058
17.257145,1.310274
17.825716,1.367092
18.394287,1.456867
18.962858,1.523179
19.531429,1.525008
20.100003,1.521812
20.668574,1.506770
21.237145,1.488799
21.805715,1.468560
22.374286,1.446641
22.942859,1.423929
23.511431,1.398849
24.080002,1.370932
24.648572,1.344592
25.217145,1.334928
25.785716,1.293233
26.354288,1.260845
26.922859,1.236737
27.491429,1.218148
28.060002,1.207502
28.628573,1.210920
29.197145,1.293446
29.765716,1.431091
30.334289,1.440452
30.902859,1.461893
31.471430,1.466003
32.040000,1.459673
32.608573,1.449910
33.177143,1.438666
33.745716,1.426448
34.314289,1.413303
34.882859,1.399069
35.451432,1.383421
36.020000,1.365986
36.588573,1.346846
37.157146,1.326498
37.725716,1.311983
38.294289,1.319811
38.862857,1.293917
39.431430,1.282417
40.000003,1.271988
