Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step6,1,5.885715,11.410257,6.00,292.00,147.00,1281.00,1137.00,573.00,1800.00
