Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,L3_Thickness,L3_Vp,L3_Vs,L3_Rho,L4_Thickness,L4_Vp,L4_Vs,L4_Rho,L5_Thickness,L5_Vp,L5_Vs,L5_Rho,HS_Vp,HS_Vs,HS_Rho
Step0,5,11.231427,7.134932,3.00,601.00,303.00,1535.00,5.00,1251.00,630.00,1843.00,4.00,1338.00,674.00,1875.00,7.00,1955.00,1128.00,2061.00,18.00,2750.00,1588.00,2245.00,2953.00,1705.00,2285.00
