Frequency_Hz,HVSR_Amplitude
0.200000,1.459405
0.482857,1.375373
0.765714,1.469512
1.048571,1.602784
1.331428,1.772060
1.614286,1.968172
1.897143,2.159051
2.180000,2.347520
2.462857,2.574114
2.745714,2.854292
3.028571,3.145657
3.311428,3.012132
3.594286,4.575295
3.877143,5.140858
4.159999,5.523848
4.442857,5.970397
4.725714,6.056654
5.008571,5.080216
5.291428,5.473804
5.574285,3.323318
5.857143,2.990339
6.139999,2.689212
6.422857,2.423858
6.705714,2.210986
6.988570,2.063831
7.271428,1.984045
7.554285,2.029853
7.837142,1.947071
8.119999,1.984677
8.402856,1.986872
8.685714,2.012568
8.968571,2.036878
9.251428,2.059005
9.534284,2.078707
9.817142,2.095564
10.100000,2.108730
10.382856,2.117045
10.665713,2.118991
10.948571,2.114092
11.231427,2.101875
11.514285,2.081070
11.797142,2.044481
12.079999,1.965839
12.362856,1.940238
12.645713,1.958146
12.928570,1.943157
13.211428,1.915629
13.494285,1.883111
13.777142,1.857496
14.059998,1.817684
14.342855,1.779910
14.625714,1.743649
14.908570,1.706160
15.191427,1.669976
15.474284,1.638071
15.757142,1.481691
16.039999,1.547008
16.322857,1.527246
16.605713,1.497449
16.888571,1.466643
17.171429,1.435748
17.454285,1.403813
17.737142,1.369946
18.019998,1.342087
18.302857,1.326786
18.585714,1.314281
18.868570,1.301109
19.151429,1.287737
19.434285,1.274787
19.717142,1.263358
20.000000,1.254886
