Frequency_Hz,HVSR_Amplitude
0.200000,3.069974
0.768571,1.424003
1.337143,1.383941
1.905714,1.409070
2.474286,1.443792
3.042857,1.478910
3.611429,1.511802
4.180000,1.541486
4.748571,1.567576
5.317143,1.589957
5.885715,1.608568
6.454286,1.623137
7.022857,1.632838
7.591429,1.636143
8.160000,1.631299
8.728572,1.617279
9.297143,1.594534
9.865714,1.564982
10.434286,1.531381
11.002858,1.496522
11.571429,1.462618
12.140000,1.430990
12.708571,1.402223
13.277143,1.376571
13.845715,1.354248
14.414285,1.335480
14.982858,1.320398
15.551428,1.308980
16.120001,1.301039
16.688572,1.296239
17.257145,1.294123
17.825716,1.294150
18.394287,1.295762
18.962858,1.298421
19.531429,1.301627
20.100003,1.304855
20.668574,1.307304
21.237145,1.306968
21.805715,1.295051
22.374286,1.177374
22.942859,1.004560
23.511431,1.287521
24.080002,1.313500
24.648572,1.321313
25.217145,1.325508
25.785716,1.328527
26.354288,1.330945
26.922859,1.332927
27.491429,1.334600
28.060002,1.336359
28.628573,1.339576
29.197145,1.350013
29.765716,1.412125
30.334289,4.408179
30.902859,1.424837
31.471430,1.364193
32.040000,1.356580
32.608573,1.355392
33.177143,1.354979
33.745716,1.354168
34.314289,1.352765
34.882859,1.350872
35.451432,1.348730
36.020000,1.346625
36.588573,1.344830
37.157146,1.343555
37.725716,1.342903
38.294289,1.342885
38.862857,1.343457
39.431430,1.344583
40.000003,1.346317
