Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step5,1,7.591429,1.636143,4.00,295.00,149.00,1285.00,374.00,189.00,1364.00
