Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step4,1,21.737141,2.962058,3.00,601.00,303.00,1535.00,1251.00,630.00,1843.00
