Frequency_Hz,HVSR_Amplitude
0.200000,2.356877
0.482857,1.447258
0.765714,1.369303
1.048571,1.382985
1.331428,1.423227
1.614286,1.477421
1.897143,1.542670
2.180000,1.618885
2.462857,1.707127
2.745714,1.808816
3.028571,1.925018
3.311428,2.055364
3.594286,2.197183
3.877143,2.346713
4.159999,2.503300
4.442857,2.673121
4.725714,2.867969
5.008571,3.101708
5.291428,3.388548
5.574285,3.743655
5.857143,4.182507
6.139999,4.709228
6.422857,5.215564
6.705714,4.425909
6.988570,8.742278
7.271428,10.773629
7.554285,13.524257
7.837142,8.622350
8.119999,15.446175
8.402856,9.154788
8.685714,15.040233
8.968571,11.969478
9.251428,11.468861
9.534284,11.023207
9.817142,10.686966
10.100000,10.387637
10.382856,10.107494
10.665713,9.835750
10.948571,9.567615
11.231427,9.403812
11.514285,8.928791
11.797142,8.531947
12.079999,8.060347
12.362856,7.503334
12.645713,6.866631
12.928570,6.176611
13.211428,5.483492
13.494285,4.848498
13.777142,4.163678
14.059998,3.809820
14.342855,3.510565
14.625714,3.306217
14.908570,3.156026
15.191427,3.034356
15.474284,2.926414
15.757142,2.824069
16.039999,2.723292
16.322857,2.622515
16.605713,2.521403
16.888571,2.420012
17.171429,2.318466
17.454285,2.216902
17.737142,2.115418
18.019998,2.014127
18.302857,1.913204
18.585714,1.812978
18.868570,1.714041
19.151429,1.618241
19.434285,1.526551
19.717142,1.433313
20.000000,1.349548
