Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,HS_Vp,HS_Vs,HS_Rho
Step0,2,3.611429,4.335584,19.00,570.00,287.00,1515.00,22.00,1088.00,548.00,1780.00,1412.00,711.00,1900.00
