frequency,median_amplitude
0.049999999999999996,1.4785573668793301
0.08327759140215811,1.6466515527607535
0.11655518280431622,1.879098712940349
0.1498327742064743,2.214085652223634
0.18311036560863245,2.7400082800799446
0.21638793803804338,3.2687685150882477
0.24966554841294866,3.7641032194665667
0.2829431208423596,4.288597914081031
0.31622073121726485,5.737966155493794
0.34949834159217014,5.146520805756486
0.3827758950488339,3.765404079573937
0.41605348645099205,2.4810249104080215
0.4493311157986445,2.1370120158673522
0.48260866925530826,1.9576721033651467
0.5158862606574663,1.953801444117734
0.5491638141141302,2.0512976055368437
0.5824414434617826,2.2137766205799245
0.6157190348639406,2.559003956378625
0.6489966642115932,2.485119118283909
0.6822742556137512,2.5255408020194237
0.7155517711249207,2.45859036625839
0.7488294384180675,2.866704720271259
0.7821070298202256,2.975869608664832
0.815384545331395,3.049187137122843
0.8486622126245418,3.084829276674249
0.8819398040266999,3.0931690014426385
0.9152173195378693,3.083965526100522
0.9484949109400275,3.065086323447798
0.9817725782331742,3.0435602880806933
1.015050017853355,3.022562205131079
1.0483276851465018,3.003745979060361
1.0816052006576713,2.9887923155703535
1.1148827920598294,2.986130587383435
1.1481604593529762,2.9103904225663513
1.1814379748641455,3.033848247902228
1.2147155662663036,2.9832706573212278
1.2479932335594504,3.0345759023809933
1.2812707490706199,3.0087204702584787
1.314548340472778,2.983917665287713
1.3478259318749362,2.9783178532147145
1.3811035232770943,2.9670321238399398
1.4143811146792524,2.9540944849772193
1.4476587060814103,2.9424893050569425
1.4809362974835685,2.9340860494888634
1.5142138888857266,2.929418841874885
1.5474914802878847,2.928204239126043
1.5807690716900429,2.9318460748200126
1.614046663092201,2.9373548985068965
1.6473242544943592,2.945478757784744
1.6806018458965173,3.2369961255253252
1.7138794372986754,2.974374941489729
1.7471570287008333,2.9945073621251623
1.7804346201029915,2.992925899490014
1.8137122115051496,2.990104929458392
1.8469898029073077,2.9735585405329186
1.8802673943094659,2.9722240088488565
1.913544985711624,2.965447051088839
1.9468225771137821,2.950174351155826
1.9801001685159403,2.926964773382899
2.0133779117000756,2.9127991096555217
2.0466553513202563,2.9029607357770586
2.0799329427224147,2.883791759783886
2.1132103823425954,2.8780891706184675
2.1464881255267305,2.8686706784126725
2.179765716928889,2.8556523305332804
2.2130431565490696,2.8372653406600765
2.246320899733205,2.823096704170874
2.279598491135363,2.8055822274129474
2.3128759307555438,2.7828758329697694
2.3461536739396793,2.7596139827902837
2.3794312653418377,2.7350389563053463
2.4127087049620184,2.710225971935952
2.4459864481461535,2.6863097402683116
2.479264039548312,2.663898978896966
2.5125414791684926,2.6435120524049402
2.545819222352628,2.6298707069717837
2.579096661972809,2.6032670272181004
2.6123742533749668,2.5838905141908812
2.6456521483410795,2.562047286467913
2.678929436179283,2.5492810944210174
2.7122070275814414,2.55047131880161
2.745484922547554,2.5189398013011832
2.7787622103857577,2.5019150072339835
2.8120398017879156,2.485343900703363
2.8453176967540283,2.4698320508892975
2.878594984592232,2.454097282066424
2.9118725759943898,2.4410863238641807
2.9451504709605025,2.4294577126735204
2.978427758798706,2.418252516278338
3.0117053502008644,2.4076459105982044
3.044983245166977,2.3964098281135353
3.0782605330051807,2.3868667240609334
3.1115381244073386,2.383969186171502
3.1448160193734513,2.372614962909947
3.178093307211655,2.3670679899543807
3.2113708986138128,2.361017645911123
3.2446487935799255,2.342582983725321
3.277926081418129,2.3463043017746594
3.3112036728202874,2.3380920251001744
3.3444812642224453,2.330588213869358
3.3777588556246037,2.328782157099345
3.4110364470267616,2.316011692249304
3.4443140384289195,2.306358008598578
3.477591629831078,2.298255089685107
3.5108692212332357,2.291406899035036
3.544146812635394,2.2852732705393723
3.577424404037552,2.2799586023323375
3.6107019954397104,2.273076186975599
3.6439795868418683,2.266073227345191
3.6772571782440266,2.2582563917187404
3.7105347696461846,2.253543028356474
3.7438123610483425,2.246568624580981
3.777089952450501,2.237617080870573
3.8103675438526587,2.226116644096606
3.843645135254817,2.2150065949575573
3.876922726656975,2.206216581881027
3.9102003180591334,2.199872085766162
3.9434779094612913,2.192522069621864
3.9767555008634496,2.1851712843541478
4.010033092265608,2.1778384981691308
4.043310683667766,2.1708286420581593
4.076588578633879,2.164391839474976
4.109866170036036,2.158704117169738
4.1431437614381945,2.152196937338303
4.1764210492763985,2.145730141861822
4.209699247806466,2.1390806182790643
4.242976535644669,2.1328318794111776
4.276254127046827,2.1262002748338356
4.309531718448985,2.123053622689892
4.342809309851143,2.1140690545977217
4.376086597689347,2.1089191130610105
4.409364189091505,2.1048170768213788
4.442642084057618,2.1031734019463704
4.475919675459775,2.098646299732354
4.509197266861934,2.094427461197983
4.542474858264092,2.090748387447012
4.575752146102295,2.0892999727601445
4.6090297375044535,2.0881852816302926
4.642307632470566,2.087361047295822
4.675585223872725,2.0839222131910784
4.708862815274882,2.0819467189343523
4.7421404066770405,2.0812134562422875
4.7754176945152444,2.0785740143084674
4.808695285917402,2.0764281842274896
4.841973180883515,2.075587839870879
4.875250772285673,2.0820307761633225
4.908528363687831,2.074281028837241
4.941805955089989,2.073242348957299
4.975083242928193,2.0730870458938417
5.008360834330351,2.0740778569780662
5.041638729296464,2.0737164311143825
5.074916320698621,2.0734463521727147
5.10819391210078,2.073429136438405
5.141471199938984,2.073693610516725
5.1747490949050965,2.0740895056951274
5.2080263827432995,2.0739646184520986
5.241304277709412,2.074437463173235
5.274582172675525,2.0731328310592136
5.307859460513728,2.073344977059734
5.341136748351932,2.0732684882218333
5.374414643318045,2.073559221930755
5.407691931156248,2.0749039203560584
5.440969826122361,2.076571510553257
5.4742477210884735,2.075249569880175
5.507525008926677,2.0773676575448667
5.5408022967648805,2.0752863865928624
5.574080191730993,2.076046479313834
5.607357479569197,2.083122940111612
5.64063537453531,2.0790961091763416
5.673913269501423,2.0967449852534084
5.707190557339626,2.0816084749770036
5.740467845177829,2.081105012314563
5.773745740143942,2.081580340552531
5.8070230279821455,2.0821409818116745
5.840300922948258,2.082151643915519
5.873578817914371,2.0820628979115288
5.906856105752574,2.079553056116141
5.940133393590778,2.081892884161297
5.973411288556891,2.0814570326704764
6.006688576395094,2.0812015781739674
6.039966471361207,2.0834990642627487
6.0732443663273195,2.0817576560772917
6.106521654165523,2.082191164116349
6.1397989420037264,2.0829874974020313
6.173076836969839,2.091011084620396
6.206354124808043,2.0828639556345783
6.239632019774156,2.091994176035067
6.272909914740269,2.083486206780199
6.306187202578472,2.081472376991427
6.339464490416675,2.080623496600352
6.372742385382788,2.0805516660431107
6.4060196732209915,2.0810642328576803
6.439297568187104,2.0824436910745074
6.472575463153217,2.082545672577658
6.50585275099142,2.0808368493059053
6.539130038829624,2.080166735025233
6.572407933795737,2.080817367298331
6.60568522163394,2.0773002709767443
6.638962509472144,2.0756185732520294
6.6722410115661654,2.07767935677726
6.705518299404369,2.072410565426481
6.738795587242572,2.0701606912718784
6.772073482208685,2.066772913636618
6.805350770046889,2.066340161925628
6.838628057885092,2.0649443176717672
6.871906559979115,2.063282303226033
6.905183847817318,2.0616813779529006
6.938461135655521,2.0613283308984984
6.971739030621634,2.060042348856
7.0050163184598375,2.0566679312779694
7.038293606298041,2.0549341279710323
7.071572108392063,2.053969157432599
7.104849396230266,2.0523213415293453
7.13812668406847,2.050487280810852
7.171404579034583,2.0505532754471965
7.204681866872786,2.044885087702714
7.23795915471099,2.0445672353237296
7.271237656805011,2.0431138953330583
7.304514944643215,2.0423663564935355
7.337792232481418,2.0400415657627198
7.371070127447531,2.0391658338149132
7.404347415285735,2.0387773737166057
7.437624703123938,2.0372911560916416
7.470903205217961,2.0343350896357246
7.504180493056164,2.032684772990843
7.537457780894367,2.0309995787821555
7.57073567586048,2.0671329318717886
7.6040129636986835,2.0285156468441095
7.637290251536887,2.0285039424275277
7.670568753630909,2.0262612015552053
7.703846041469112,2.027147835990844
7.737123329307316,2.022892896118059
7.770401224273429,2.0218484815721474
7.803678512111632,2.021415235652367
7.836955799949836,2.0215578301818513
7.870234302043857,2.019409921748123
7.903511589882061,2.0181178008315337
7.936788877720264,2.0169131556871362
7.970066772686377,2.0159085928943457
8.00334345339667,2.014902103954048
8.036621348362784,2.015367926695096
8.069899850456807,2.0153484727053783
8.10317713829501,2.015078628154962
8.136454426133213,2.015154502486795
8.169732321099326,2.0141636032411876
8.20300960893753,2.013534949908718
8.236286896775733,2.013228025971931
8.269564791741846,2.018177903427847
8.30284207958005,2.014040814876454
8.336119367418252,2.013137160561854
8.369397869512275,2.01304005154848
8.402675764478387,2.01307247100609
8.435953052316592,2.0133156636482648
8.469230947282703,2.0144279970920946
8.502508235120906,2.0148603383296235
8.535785522959111,2.012558992777397
8.569063417925223,2.0157745826939104
8.602340705763426,2.0161992563528615
8.63561799360163,2.0167805583827154
8.668895888567743,2.0171623115507673
8.702173176405946,2.0169593681463973
8.735450464244149,2.0182279292360663
8.768728359210263,2.0179549914459054
8.802006861304285,2.018252190576834
8.835284149142488,2.0179309488636727
8.8685620441086,2.0184995564297474
8.901839331946805,2.019769197689471
8.935116619785008,2.020163411397781
8.96839451475112,2.021696026865066
9.001671802589325,2.022155858237161
9.034949090427528,2.022980980731939
9.06822698539364,2.023826542986278
9.101504273231845,2.0246981677642717
