Frequency_Hz,HVSR_Amplitude
0.200000,1.466982
0.482857,1.364970
0.765714,1.439945
1.048571,1.541847
1.331428,1.662323
1.614286,1.796381
1.897143,1.927451
2.180000,2.038988
2.462857,2.136822
2.745714,2.234083
3.028571,2.332365
3.311428,2.420548
3.594286,2.471793
3.877143,2.440299
4.159999,2.566835
4.442857,3.004872
4.725714,3.084587
5.008571,2.995373
5.291428,2.633541
5.574285,2.258678
5.857143,3.033735
6.139999,2.925413
6.422857,2.577578
6.705714,1.815514
6.988570,2.579638
7.271428,2.655037
7.554285,2.577369
7.837142,1.406134
8.119999,2.108092
8.402856,2.077862
8.685714,2.062316
8.968571,2.053866
9.251428,2.052855
9.534284,2.750127
9.817142,2.054248
10.100000,2.048360
10.382856,2.048836
10.665713,2.060599
10.948571,2.275739
11.231427,2.056907
11.514285,2.048657
11.797142,2.037948
12.079999,2.022326
12.362856,2.001822
12.645713,1.976834
12.928570,1.947937
13.211428,1.915817
13.494285,1.881174
13.777142,1.844696
14.059998,1.806988
14.342855,1.768590
14.625714,1.729965
14.908570,1.691517
15.191427,1.653576
15.474284,1.616437
15.757142,1.580343
16.039999,1.545503
16.322857,1.512062
16.605713,1.480077
16.888571,1.449349
17.171429,1.418914
17.454285,1.401025
17.737142,1.202209
18.019998,1.331906
18.302857,1.331771
18.585714,1.318733
18.868570,1.304547
19.151429,1.291412
19.434285,1.279917
19.717142,1.274354
20.000000,1.356083
