Frequency_Hz,HVSR_Amplitude
0.200000,2.177515
0.768571,1.396045
1.337143,1.439772
1.905714,1.517160
2.474286,1.605248
3.042857,1.702267
3.611429,1.810360
4.180000,1.934273
4.748571,2.081492
5.317143,2.256444
5.885715,2.440863
6.454286,2.595191
7.022857,2.688384
7.591429,2.670682
8.160000,2.909954
8.728572,3.260162
9.297143,3.091565
9.865714,2.049802
10.434286,3.140817
11.002858,2.783723
11.571429,1.627478
12.140000,2.426410
12.708571,2.105865
13.277143,1.591018
13.845715,1.425726
14.414285,1.297106
14.982858,1.228955
15.551428,1.178423
16.120001,1.128112
16.688572,1.119632
17.257145,1.122533
17.825716,1.131161
18.394287,1.143709
18.962858,1.159291
19.531429,1.176999
20.100003,1.202595
20.668574,1.899113
21.237145,1.245422
21.805715,1.242037
22.374286,1.254819
22.942859,1.269406
23.511431,1.284606
24.080002,1.300507
24.648572,1.317482
25.217145,1.335948
25.785716,1.356229
26.354288,1.378308
26.922859,1.401512
27.491429,1.424257
28.060002,1.444508
28.628573,1.462292
29.197145,1.532813
29.765716,1.493623
30.334289,1.476217
30.902859,1.472032
31.471430,1.466718
32.040000,1.458963
32.608573,1.441378
33.177143,1.184447
33.745716,1.379682
34.314289,1.399417
34.882859,1.395095
35.451432,1.388229
36.020000,1.407569
36.588573,1.397279
37.157146,1.346278
37.725716,1.326398
38.294289,1.307120
38.862857,1.285170
39.431430,1.257369
40.000003,1.217387
