Frequency_Hz,HVSR_Amplitude
0.200000,3.042940
0.482857,1.576583
0.765714,1.393700
1.048571,1.362201
1.331428,1.369748
1.614286,1.392547
1.897143,1.423486
2.180000,1.460000
2.462857,1.501184
2.745714,1.546782
3.028571,1.596872
3.311428,1.651664
3.594286,1.711335
3.877143,1.775868
4.159999,1.844851
4.442857,1.917305
4.725714,1.991675
5.008571,2.066201
5.291428,2.139615
5.574285,2.211862
5.857143,2.284267
6.139999,2.359112
6.422857,2.438877
6.705714,2.525761
6.988570,2.621458
7.271428,2.727139
7.554285,2.843578
7.837142,2.970998
8.119999,3.108916
8.402856,3.255253
8.685714,3.404496
8.968571,3.542074
9.251428,3.625964
9.534284,3.521373
9.817142,3.375502
10.100000,4.840632
10.382856,5.422871
10.665713,5.781342
10.948571,6.135466
11.231427,6.512803
11.514285,6.929884
11.797142,7.414363
12.079999,5.063259
12.362856,7.291327
12.645713,7.804913
12.928570,8.089623
13.211428,7.764106
13.494285,4.316336
13.777142,5.069392
14.059998,6.899917
14.342855,7.663727
14.625714,8.036571
14.908570,5.592230
15.191427,5.159885
15.474284,4.958365
15.757142,4.799619
16.039999,4.653311
16.322857,4.511583
16.605713,4.371820
16.888571,4.233108
17.171429,4.095242
17.454285,3.958382
17.737142,3.822968
18.019998,3.689679
18.302857,3.559449
18.585714,3.433517
18.868570,3.313435
19.151429,3.201559
19.434285,3.104479
19.717142,3.174470
20.000000,2.955752
