Frequency_Hz,HVSR_Amplitude
0.200000,1.871093
0.482857,1.383538
0.765714,1.386009
1.048571,1.446238
1.331428,1.531713
1.614286,1.639149
1.897143,1.771525
2.180000,1.933976
2.462857,2.130847
2.745714,2.361454
3.028571,2.621648
3.311428,2.921455
3.594286,3.299206
3.877143,3.816685
4.159999,4.561252
4.442857,5.643606
4.725714,6.208357
5.008571,12.641468
5.291428,17.867979
5.574285,17.613899
5.857143,14.428628
6.139999,15.430827
6.422857,13.808715
6.705714,12.331882
6.988570,10.985545
7.271428,9.781878
7.554285,8.683416
7.837142,7.666459
8.119999,6.718721
8.402856,5.829384
8.685714,4.983466
8.968571,4.180454
9.251428,3.424130
9.534284,2.735467
9.817142,2.090167
10.100000,1.580118
10.382856,1.176775
10.665713,0.905216
10.948571,0.838017
11.231427,0.900226
11.514285,0.969865
11.797142,1.022741
12.079999,1.063844
12.362856,1.100748
12.645713,1.129013
12.928570,1.151465
13.211428,1.170039
13.494285,1.184269
13.777142,1.182584
14.059998,1.206231
14.342855,1.219190
14.625714,1.228608
14.908570,1.236773
15.191427,1.244208
15.474284,1.238131
15.757142,1.258912
16.039999,1.267364
16.322857,1.276330
16.605713,1.285968
16.888571,1.294060
17.171429,1.297338
17.454285,1.328941
17.737142,1.357682
18.019998,1.395118
18.302857,1.445579
18.585714,1.498421
18.868570,1.525504
19.151429,1.528796
19.434285,1.529561
19.717142,1.526765
20.000000,1.521869
