Frequency_Hz,HVSR_Amplitude
0.200000,2.533561
0.482857,1.475333
0.765714,1.367860
1.048571,1.365354
1.331428,1.390692
1.614286,1.428182
1.897143,1.473428
2.180000,1.525167
2.462857,1.583273
2.745714,1.648014
3.028571,1.719671
3.311428,1.798137
3.594286,1.882439
3.877143,1.970455
4.159999,2.059408
4.442857,2.147231
4.725714,2.234178
5.008571,2.323107
5.291428,2.418251
5.574285,2.523841
5.857143,2.643343
6.139999,2.779415
6.422857,2.934025
6.705714,3.108242
6.988570,3.300933
7.271428,3.504591
7.554285,3.689557
7.837142,3.728198
8.119999,3.484943
8.402856,5.311419
8.685714,5.974337
8.968571,6.542399
9.251428,7.189559
9.534284,7.967256
9.817142,4.011424
10.100000,8.061372
10.382856,8.803641
10.665713,7.622987
10.948571,4.674147
11.231427,7.384318
11.514285,8.534889
11.797142,3.357623
12.079999,5.496075
12.362856,5.160504
12.645713,4.875265
12.928570,4.605532
13.211428,4.344098
13.494285,4.089363
13.777142,3.841235
14.059998,3.600657
14.342855,3.372649
14.625714,3.407991
14.908570,2.937938
15.191427,2.709081
15.474284,2.503599
15.757142,2.308325
16.039999,2.122988
16.322857,1.948526
16.605713,1.786248
16.888571,1.637753
17.171429,1.504866
17.454285,1.389477
17.737142,1.293179
18.019998,1.216914
18.302857,1.160377
18.585714,1.156159
18.868570,1.098472
19.151429,1.085966
19.434285,1.081856
19.717142,1.083242
20.000000,1.088145
