Frequency_Hz,HVSR_Amplitude
0.200000,1.528246
0.768571,1.469284
1.337143,1.664278
1.905714,1.922438
2.474286,2.295211
3.042857,2.648143
3.611429,2.465634
4.180000,2.683641
4.748571,2.403895
5.317143,1.626955
5.885715,1.331676
6.454286,1.169286
7.022857,1.146403
7.591429,1.166044
8.160000,1.193329
8.728572,1.248994
9.297143,1.251197
9.865714,1.278660
10.434286,1.315165
11.002858,1.362889
11.571429,1.413581
12.140000,1.510752
12.708571,1.460884
13.277143,1.449979
13.845715,1.428279
14.414285,1.395550
14.982858,1.242466
15.551428,1.324266
16.120001,1.318301
16.688572,1.302926
17.257145,1.312234
17.825716,1.452358
18.394287,1.381446
18.962858,1.396321
19.531429,1.455191
20.100003,1.391932
20.668574,1.340680
21.237145,1.324553
21.805715,1.389570
22.374286,1.345830
22.942859,1.332052
23.511431,1.317999
24.080002,1.306331
24.648572,1.298200
25.217145,1.296673
25.785716,1.307510
26.354288,1.329925
26.922859,1.335143
27.491429,1.396256
28.060002,1.350286
28.628573,1.329647
29.197145,1.322593
29.765716,2.644689
30.334289,1.373013
30.902859,1.365396
31.471430,1.363281
32.040000,1.362424
32.608573,1.363295
33.177143,1.366608
33.745716,1.375032
34.314289,1.392359
34.882859,1.446313
35.451432,1.847729
36.020000,1.305009
36.588573,1.298100
37.157146,1.282936
37.725716,1.276593
38.294289,1.276867
38.862857,1.310654
39.431430,1.326031
40.000003,1.327240
