Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step1,1,4.180000,2.683641,19.00,570.00,287.00,1515.00,1088.00,548.00,1780.00
