Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,HS_Vp,HS_Vs,HS_Rho
Step4,2,11.571429,6.481367,8.00,784.00,395.00,1640.00,4.00,1317.00,663.00,1867.00,1947.00,1124.00,2059.00
