Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step2,1,1.905714,12.619250,19.00,302.00,152.00,1292.00,1286.00,648.00,1856.00
