Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step2,1,6.327857,2.223774,11.00,700.00,352.00,1594.00,1149.00,579.00,1805.00
