Frequency_Hz,HVSR_Amplitude
0.050000,6.406182
0.620714,1.410536
1.191429,1.413979
1.762143,1.479997
2.332857,1.557964
2.903571,1.642084
3.474286,1.731639
4.045000,1.827783
4.615715,1.933646
5.186429,2.051010
5.757143,2.161875
6.327857,2.223774
6.898572,2.213940
7.469286,2.132373
8.040000,2.052932
8.610715,2.134965
9.181429,2.049683
9.752143,1.826098
10.322857,1.620477
10.893572,1.601601
11.464286,1.498115
12.035001,1.367766
12.605714,1.328395
13.176429,1.312548
13.747144,1.235410
14.317857,1.220896
14.888572,1.206498
15.459286,1.203352
16.030001,1.206690
16.600714,1.213286
17.171429,1.221458
17.742141,1.230288
18.312856,1.239395
18.883572,1.249213
19.454285,1.264319
20.024999,1.441462
20.595714,1.315410
21.166427,1.301184
21.737141,1.316851
22.307859,1.337059
22.878571,1.359356
23.449286,1.382280
24.020001,1.404136
24.590713,1.423144
25.161428,1.437897
25.732143,1.447691
26.302857,1.452561
26.873572,1.453159
27.444287,1.450530
28.014999,1.445789
28.585714,1.439843
29.156427,1.433267
29.727141,1.426359
30.297856,1.419247
30.868571,1.411956
31.439286,1.404357
32.010003,1.395391
32.580715,1.369433
33.151428,1.296542
33.722140,1.350082
34.292857,1.334763
34.863572,1.070532
35.434285,1.278593
36.005002,1.302730
36.575714,1.317053
37.146427,1.333261
37.717144,1.352692
38.287856,1.371437
38.858571,1.382021
39.429286,1.384648
40.000001,1.422900
