Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step1,1,9.297143,3.334576,10.00,727.00,366.00,1610.00,1474.00,742.00,1921.00
