Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,L3_Thickness,L3_Vp,L3_Vs,L3_Rho,L4_Thickness,L4_Vp,L4_Vs,L4_Rho,L5_Thickness,L5_Vp,L5_Vs,L5_Rho,HS_Vp,HS_Vs,HS_Rho
Step1,5,3.877143,31.023222,4.00,295.00,149.00,1285.00,6.00,374.00,189.00,1364.00,12.00,1065.00,537.00,1771.00,9.00,1527.00,882.00,1938.00,5.00,2363.00,1364.00,2161.00,2557.00,1476.00,2204.00
