Frequency_Hz,HVSR_Amplitude
0.200000,2.069800
0.768571,1.364504
1.337143,1.446434
1.905714,1.585814
2.474286,1.773915
3.042857,2.010364
3.611429,2.257215
4.180000,2.516934
4.748571,2.862211
5.317143,3.304263
5.885715,3.178275
6.454286,5.221942
7.022857,5.995839
7.591429,6.078860
8.160000,2.569419
8.728572,5.398515
9.297143,3.086261
9.865714,2.558621
10.434286,2.078626
11.002858,1.653289
11.571429,1.321595
12.140000,1.133982
12.708571,1.094042
13.277143,1.088581
13.845715,1.108545
14.414285,1.155177
14.982858,1.165349
15.551428,1.190839
16.120001,1.213413
16.688572,1.233345
17.257145,1.251594
17.825716,1.269054
18.394287,1.286534
18.962858,1.304657
19.531429,1.323741
20.100003,1.343542
20.668574,1.349448
21.237145,1.377931
21.805715,1.393638
22.374286,1.405797
22.942859,1.414760
23.511431,1.420847
24.080002,1.424262
24.648572,1.424886
25.217145,1.422046
25.785716,1.414452
26.354288,1.401148
26.922859,1.391815
27.491429,1.364972
28.060002,1.380163
28.628573,1.410262
29.197145,1.404842
29.765716,1.395552
30.334289,1.386085
30.902859,1.378898
31.471430,1.368635
32.040000,1.368263
32.608573,1.366809
33.177143,1.364622
33.745716,1.277374
34.314289,1.326950
34.882859,1.339195
35.451432,1.342565
36.020000,1.343596
36.588573,1.316666
37.157146,1.330381
37.725716,1.331627
38.294289,1.334974
38.862857,1.340091
39.431430,1.346975
40.000003,1.355692
