Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,L3_Thickness,L3_Vp,L3_Vs,L3_Rho,L4_Thickness,L4_Vp,L4_Vs,L4_Rho,HS_Vp,HS_Vs,HS_Rho
Step0,4,5.857143,6.535136,4.00,244.00,123.00,1225.00,4.00,963.00,485.00,1727.00,9.00,1267.00,638.00,1850.00,4.00,1660.00,958.00,1979.00,1720.00,993.00,1996.00
