Frequency_Hz,HVSR_Amplitude
0.200000,2.313360
0.482857,1.470987
0.765714,1.394750
1.048571,1.397934
1.331428,1.420464
1.614286,1.449911
1.897143,1.482532
2.180000,1.516887
2.462857,1.552376
2.745714,1.588732
3.028571,1.625838
3.311428,1.663672
3.594286,1.702295
3.877143,1.741825
4.159999,1.782445
4.442857,1.824414
4.725714,1.868030
5.008571,1.913540
5.291428,1.960978
5.574285,2.009883
5.857143,2.059040
6.139999,2.106416
6.422857,2.149503
6.705714,2.186013
6.988570,2.214360
7.271428,2.233773
7.554285,2.244000
7.837142,2.245069
8.119999,2.237236
8.402856,2.221577
8.685714,2.201424
8.968571,2.184989
9.251428,2.186827
9.534284,2.219689
9.817142,2.274346
10.100000,2.319689
10.382856,2.333573
10.665713,2.314558
10.948571,2.269802
11.231427,2.205936
11.514285,2.127801
11.797142,2.041277
12.079999,1.958910
12.362856,1.904971
12.645713,1.901982
12.928570,1.934268
13.211428,1.956614
13.494285,1.945402
13.777142,1.904164
14.059998,1.844069
14.342855,1.775617
14.625714,1.709071
14.908570,1.655429
15.191427,1.623117
15.474284,1.611341
15.757142,1.609505
16.039999,1.605812
16.322857,1.593728
16.605713,1.569562
16.888571,1.508514
17.171429,0.554598
17.454285,1.418036
17.737142,1.396136
18.019998,1.366259
18.302857,1.340951
18.585714,1.320589
18.868570,1.306773
19.151429,1.313361
19.434285,1.747213
19.717142,1.347081
20.000000,1.262490
