Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,L2_Thickness,L2_Vp,L2_Vs,L2_Rho,L3_Thickness,L3_Vp,L3_Vs,L3_Rho,HS_Vp,HS_Vs,HS_Rho
Step4,3,10.382856,2.333573,6.00,576.00,290.00,1519.00,6.00,910.00,458.00,1703.00,4.00,995.00,501.00,1741.00,1046.00,527.00,1763.00
