Frequency_Hz,HVSR_Amplitude
0.200000,2.266871
0.768571,1.363213
1.337143,1.416403
1.905714,1.523511
2.474286,1.663054
3.042857,1.836502
3.611429,2.035399
4.180000,2.235331
4.748571,2.439142
5.317143,2.681918
5.885715,2.985759
6.454286,3.337436
7.022857,3.538704
7.591429,4.633164
8.160000,5.788556
8.728572,6.655247
9.297143,7.484176
9.865714,8.370894
10.434286,6.917714
11.002858,8.935100
11.571429,5.855619
12.140000,5.556122
12.708571,5.192239
13.277143,4.786749
13.845715,4.336030
14.414285,3.917258
14.982858,3.540259
15.551428,3.171018
16.120001,2.878136
16.688572,2.604888
17.257145,2.356784
17.825716,2.124456
18.394287,1.903213
18.962858,1.692291
19.531429,1.495334
20.100003,1.321349
20.668574,1.184077
21.237145,1.095154
21.805715,1.053382
22.374286,1.044337
22.942859,1.051769
23.511431,1.065793
24.080002,1.085097
24.648572,1.107337
25.217145,1.127819
25.785716,1.146195
26.354288,1.163171
26.922859,1.178402
27.491429,1.195246
28.060002,1.208560
28.628573,1.220229
29.197145,1.226356
29.765716,1.233515
30.334289,1.243137
30.902859,1.255517
31.471430,1.266576
32.040000,1.276862
32.608573,1.287239
33.177143,1.298512
33.745716,1.311363
34.314289,1.326138
34.882859,1.342660
35.451432,1.360320
36.020000,1.378323
36.588573,1.395911
37.157146,1.413315
37.725716,1.432467
38.294289,1.453107
38.862857,1.471441
39.431430,1.485433
40.000003,1.495487
