Frequency_Hz,HVSR_Amplitude
0.200000,2.341171
0.482857,1.441429
0.765714,1.361600
1.048571,1.370337
1.331428,1.403246
1.614286,1.447524
1.897143,1.499804
2.180000,1.559361
2.462857,1.626333
2.745714,1.701053
3.028571,1.783393
3.311428,1.872184
3.594286,1.964780
3.877143,2.057774
4.159999,2.148967
4.442857,2.239334
4.725714,2.332871
5.008571,2.434664
5.291428,2.549259
5.574285,2.680184
5.857143,2.830038
6.139999,3.000693
6.422857,3.192618
6.705714,3.402373
6.988570,3.613071
7.271428,3.751418
7.554285,3.525909
7.837142,4.961562
8.119999,5.874256
8.402856,6.504136
8.685714,7.232675
8.968571,8.133593
9.251428,2.973286
9.534284,8.530993
9.817142,9.561224
10.100000,8.032428
10.382856,5.840004
10.665713,8.726165
10.948571,9.853670
11.231427,6.757227
11.514285,6.271851
11.797142,5.934033
12.079999,5.621045
12.362856,5.315374
12.645713,5.014897
12.928570,4.721646
13.211428,4.459336
13.494285,4.220538
13.777142,3.884709
14.059998,3.619685
14.342855,3.366094
14.625714,3.122851
14.908570,2.890512
15.191427,2.669726
15.474284,2.461061
15.757142,2.264905
16.039999,2.081489
16.322857,1.911039
16.605713,1.753842
16.888571,1.609001
17.171429,1.428113
17.454285,1.374439
17.737142,1.284509
18.019998,1.213436
18.302857,1.160718
18.585714,1.124522
18.868570,1.102091
19.151429,1.090285
19.434285,1.086145
19.717142,1.087213
20.000000,1.091607
