Step,N_Finite_Layers,Peak_Frequency_Hz,Peak_Amplitude,L1_Thickness,L1_Vp,L1_Vs,L1_Rho,HS_Vp,HS_Vs,HS_Rho
Step5,1,10.322857,2.279101,8.00,784.00,395.00,1640.00,1317.00,663.00,1867.00
