Frequency_Hz,HVSR_Amplitude
0.050000,6.124831
0.620714,1.532334
1.191429,1.396029
1.762143,1.411425
2.332857,1.451098
2.903571,1.498760
3.474286,1.550559
4.045000,1.605356
4.615715,1.662836
5.186429,1.723059
5.757143,1.786380
6.327857,1.853551
6.898572,1.925787
7.469286,2.004362
8.040000,2.088362
8.610715,2.170476
9.181429,2.236547
9.752143,2.274317
10.322857,2.279101
10.893572,2.249330
11.464286,2.185196
12.035001,2.113526
12.605714,2.141560
13.176429,2.227951
13.747144,2.189858
14.317857,2.061628
14.888572,1.886643
15.459286,1.704626
16.030001,1.649660
16.600714,1.675420
17.171429,1.606957
17.742141,1.488900
18.312856,1.385098
18.883572,1.347032
19.454285,1.344431
20.024999,1.330678
20.595714,1.300618
21.166427,0.610833
21.737141,1.218014
22.307859,1.203688
22.878571,1.196571
23.449286,1.194541
24.020001,1.195684
24.590713,1.198852
25.161428,1.203305
25.732143,1.208546
26.302857,1.214227
26.873572,1.220113
27.444287,1.226066
28.014999,1.232067
28.585714,1.238303
29.156427,1.245537
29.727141,1.257037
30.297856,1.301067
30.868571,2.380985
31.439286,1.303169
32.010003,1.289887
32.580715,1.297342
33.151428,1.309085
33.722140,1.322816
34.292857,1.337839
34.863572,1.353735
35.434285,1.370080
36.005002,1.386377
36.575714,1.402045
37.146427,1.416467
37.717144,1.429072
38.287856,1.439421
38.858571,1.447282
39.429286,1.452650
40.000001,1.455716
